"State,City",Population
"North Carolina,Spring Hope",1484
"Illinois,Roxana",1484
"Connecticut,Canton Valley",1484
"Puerto Rico,Tallaboa Alta",1483
"Indiana,Osgood",1483
"Iowa,Lenox",1483
"Maryland,St. Michaels",1483
"Texas,Arp",1483
"Minnesota,Madison",1483
"Kansas,Conway Springs",1483
"Wisconsin,Darien",1482
"North Carolina,Beulaville",1482
"Washington,Yacolt",1482
"Oklahoma,Luther",1481
"California,Ferndale",1481
"Texas,Southside Place",1480
"Texas,Eustace",1480
"Arkansas,Clarendon",1480
"Pennsylvania,Towamensing Trails",1480
"Pennsylvania,Pine Grove Mills",1480
"Puerto Rico,Río Blanco",1480
"Iowa,Strawberry Point",1479
"Tennessee,Kimball",1479
"Louisiana,Albany",1479
"Puerto Rico,Luis M. Cintrón",1479
"New Jersey,Springfield",1479
"West Virginia,Coal City",1477
"Virginia,Greenville",1476
"Illinois,Forest Lake",1476
"Hawaii,Kaumakani",1476
"Ohio,Payne",1476
"Mississippi,Blue Mountain",1475
"Ohio,McArthur",1475
"South Carolina,Conestee",1475
"Missouri,Ash Grove",1474
"Pennsylvania,Middleburg",1474
"Washington,Rocky Point",1474
"Pennsylvania,Westfield",1474
"Iowa,Wellman",1474
"Wisconsin,Mishicot",1474
"Texas,Thorndale",1474
"Missouri,Oakland",1473
"Pennsylvania,Nescopeck",1472
"Virginia,Appalachia",1472
"North Carolina,Princeton",1472
"Ohio,Sawyerwood",1472
"Delaware,Rodney Village",1472
"Pennsylvania,Birchwood Lakes",1472
"Indiana,Kingsford Heights",1471
"New Jersey,Vernon Center",1471
"Colorado,Loma",1471
"Kansas,Haven",1471
"North Carolina,Advance",1471
"South Carolina,Joanna",1470
"Arkansas,Hampton",1470
"Iowa,Urbana",1470
"Kentucky,Burkesville",1470
"Connecticut,Woodbury Center",1470
"Vermont,Proctor",1470
"Virginia,Cana",1469
"Louisiana,Montegut",1469
"Michigan,South Gull Lake",1468
"New York,West Carthage",1468
"Idaho,Tyhee",1468
"Indiana,Westport",1468
"Washington,Kayak Point",1468
"Texas,Carter",1467
"Ohio,Lynchburg",1467
"New York,Brocton",1467
"Kansas,Smith Center",1467
"Ohio,Jackson Center",1467
"Indiana,Monrovia",1467
"Ohio,Millbury",1466
"New York,Mayville",1466
"Louisiana,Boyce",1466
"Washington,Dallesport",1465
"Texas,Danbury",1465
"Washington,Lake Marcel-Stillwater",1465
"Iowa,Pocahontas",1465
"Texas,Stinnett",1465
"Nebraska,Louisville",1464
"South Dakota,Gettysburg",1464
"Ohio,Tuscarawas",1464
"Michigan,Ovid",1463
"Alabama,Hackleburg",1463
"Louisiana,Iota",1463
"Pennsylvania,Russell",1462
"Washington,Waterville",1461
"Ohio,Coldstream",1461
"Florida,Washington Park",1461
"Texas,Shoreacres",1460
"Rhode Island,Harrisville",1459
"Delaware,Greenwood",1459
"Nebraska,North Bend",1459
"California,Taft Heights",1459
"Hawaii,Omao",1459
"Oregon,Halsey",1458
"Illinois,Limestone",1458
"Ohio,Forest",1458
"Texas,New Fairview",1457
"Florida,Key Vista",1457
"Pennsylvania,Hughestown",1457
"Tennessee,Fowlkes",1457
"Pennsylvania,Hasson Heights",1456
"Nebraska,Grant",1456
"Ohio,Pheasant Run",1456
"Arizona,Tsaile",1456
"Oregon,Rockaway Beach",1456
"Maryland,Fairmount Heights",1455
"Tennessee,Olivet",1455
"California,Sonoma State University",1455
"Texas,Westwood Shores",1455
"Nevada,Amargosa Valley",1455
"Nevada,Smith Valley",1454
"Virginia,Lake Caroline",1454
"Missouri,Advance",1454
"South Carolina,St. Stephen",1454
"Georgia,Brooklet",1454
"Illinois,Downs",1454
"Texas,Quail Creek",1454
"North Carolina,Stanfield",1453
"South Carolina,Homewood",1453
"Virginia,Hurt",1452
"New Mexico,Loving",1452
"New York,Milton",1452
"Illinois,Williamsville",1452
"Nebraska,Arlington",1451
"Kentucky,Silver Grove",1451
"Oklahoma,Maysville",1451
"Minnesota,Spring Grove",1451
"Michigan,Prudenville",1451
"North Carolina,Boonville",1450
"Kansas,Belle Plaine",1450
"Nevada,East Valley",1450
"California,Pioneer",1450
"Ohio,Burton",1450
"California,Hasley Canyon",1450
"Connecticut,Lakes West",1450
"Washington,Lakeview",1449
"Missouri,Bel-Nor",1449
"North Carolina,Walnut Creek",1449
"Pennsylvania,Weissport East",1449
"California,Ladera",1449
"Virginia,Camp Barrett",1449
"Indiana,Daleville",1448
"Nebraska,Sutton",1448
"Pennsylvania,Oakdale",1448
"New York,Bridgehampton",1447
"Kansas,La Cygne",1447
"Ohio,West Alexandria",1447
"Maryland,Charlotte Hall",1447
"Montana,Eureka",1447
"West Virginia,Eleanor",1446
"Missouri,Belle",1446
"California,Tuolumne City",1446
"North Carolina,West Jefferson",1446
"California,Montague",1446
"Indiana,Lake Holiday",1446
"Georgia,Willacoochee",1446
"Alaska,Metlakatla",1445
"Texas,Rockwell Place",1445
"Oklahoma,Crescent",1445
"Arizona,Centennial Park",1445
"New York,Castleton-on-Hudson",1445
"New Mexico,Ohkay Owingeh",1445
"California,Del Rio",1445
"New Jersey,Absecon Highlands",1444
"Florida,Franklin Park",1444
"Alabama,Altoona",1444
"Florida,Verandah",1444
"Michigan,Grant",1443
"Louisiana,Paincourtville",1443
"Kansas,Erie",1443
"Ohio,Five Points",1443
"Georgia,Zebulon",1443
"Alabama,Magnolia Springs",1443
"Michigan,Edmore",1443
"New Jersey,Cologne",1442
"Ohio,Glouster",1442
"Oregon,Terrebonne",1442
"Kentucky,Pewee Valley",1442
"Nebraska,Wood River",1442
"Alabama,Blue Ridge",1442
"Wisconsin,Hurley",1442
"Texas,Rosebud",1442
"Alabama,Hayden",1441
"Ohio,West Salem",1441
"Kansas,Kinsley",1441
"Minnesota,Dawson",1440
"Nebraska,Ravenna",1440
"West Virginia,Lavalette",1440
"Tennessee,Hampton",1440
"Texas,Brookside Village",1439
"Tennessee,Lone Oak",1439
"Utah,Wellington",1439
"Mississippi,Arnold Line",1439
"Michigan,Elk Rapids",1438
"Texas,Wortham",1438
"Nebraska,Atkinson",1438
"Ohio,Rossmoyne",1438
"Arizona,Tonto Basin",1437
"Virginia,Glasgow",1437
"Ohio,Greenwich",1436
"California,Rolling Hills",1436
"Wisconsin,Galesville",1436
"Tennessee,Benton",1436
"Kentucky,South Shore",1436
"Michigan,Newberry",1436
"Nebraska,Sutherland",1436
"Texas,Woodsboro",1435
"Oklahoma,Langston",1435
"New York,Ransomville",1435
"Michigan,Stanton",1435
"Tennessee,Greenback",1435
"West Virginia,Ronceverte",1435
"New York,Bloomfield",1435
"Massachusetts,Harwich Center",1435
"Indiana,New Paris",1434
"Texas,Booker",1433
"Iowa,Kingsley",1433
"Michigan,New Buffalo",1433
"Colorado,Byers",1433
"New Jersey,Olivet",1432
"Indiana,Greenville",1432
"Missouri,Purdy",1432
"Nebraska,Ainsworth",1432
"Mississippi,Walls",1431
"Montana,Fort Belknap Agency",1431
"Illinois,Albers",1431
"Virginia,Stuart",1431
"Oregon,Glide",1431
"Virginia,Nokesville",1431
"North Dakota,Surrey",1430
"Louisiana,Minorca",1430
"Florida,Cypress Quarters",1430
"Kentucky,Vanceburg",1430
"Pennsylvania,Schwenksville",1429
"Wisconsin,Orfordville",1429
"Kentucky,Brodhead",1429
"Illinois,Durand",1429
"Washington,Purdy",1429
"Wisconsin,Montello",1429
"Texas,West Sharyland",1428
"Ohio,Continental",1428
"Illinois,Wyoming",1428
"Indiana,Shelburn",1428
"Texas,Hubbard",1428
"Alabama,Lookout Mountain",1427
"Indiana,Morgantown",1427
"California,Delft Colony",1427
"Texas,Charlotte",1426
"South Carolina,City View",1426
"Texas,China Grove",1426
"Michigan,Pinconning",1426
"Mississippi,Wade",1426
"Ohio,Union City",1425
"Texas,Kempner",1425
"Oklahoma,Cleora",1425
"Texas,Wheeler",1425
"Wisconsin,Bonduel",1425
"Florida,Astor",1425
"Kentucky,Olive Hill",1424
"Georgia,East Griffin",1424
"Texas,Sundown",1424
"Illinois,Toulon",1424
"Iowa,Traer",1424
"Virginia,Kilmarnock",1424
"Puerto Rico,Rincón",1424
"Louisiana,Glenmora",1423
"Missouri,Ellington",1423
"Indiana,Palmyra",1423
"Indiana,South Whitley",1423
"New Mexico,Spencerville",1423
"Virginia,Mountain Road",1423
"Oklahoma,Locust Grove",1422
"Oregon,New Hope",1422
"Arkansas,Marshall",1421
"South Dakota,Eagle Butte",1421
"Utah,Silver Summit",1421
"Illinois,Philo",1421
"Missouri,Lone Jack",1421
"Tennessee,Banner Hill",1421
"New Jersey,Chesilhurst",1421
"Nevada,Mogul",1421
"Montana,Chinook",1421
"Illinois,Oakwood",1420
"Texas,Hamshire",1420
"New Mexico,Atoka",1420
"Wisconsin,Niagara",1420
"California,Lakeside",1420
"Florida,Bronson",1419
"Colorado,Crested Butte",1419
"California,Lake Don Pedro",1419
"New York,Lincolndale",1418
"Indiana,Prince's Lakes",1418
"New Hampshire,Woodsville",1418
"Ohio,Bratenahl",1418
"Utah,Riverside",1417
"Arizona,Cibecue",1417
"Utah,Uintah",1417
"Pennsylvania,Mount Wolf",1417
"California,Garberville",1416
"Arkansas,Decatur",1416
"Florida,Tyndall AFB",1416
"Kansas,Wathena",1415
"Illinois,Long Creek",1415
"Minnesota,Tonka Bay",1415
"Texas,Riesel",1415
"Pennsylvania,Hudson",1415
"Kansas,Sublette",1414
"Indiana,Warren Park",1414
"Virginia,Edinburg",1414
"Oklahoma,Warner",1414
"California,Del Rey",1413
"Virginia,Apple Mountain Lake",1413
"Connecticut,Noank",1412
"Texas,Lake Dunlap",1412
"Michigan,Greilickville",1412
"Texas,Hemphill",1411
"Arizona,St. David",1411
"Oklahoma,Okarche",1411
"Illinois,Waverly",1411
"Texas,Elkhart",1411
"Minnesota,Avon",1411
"Mississippi,Monticello",1411
"North Carolina,Cherry Branch",1411
"Ohio,Ashley",1410
"West Virginia,Prosperity",1410
"Missouri,Taos",1410
"Pennsylvania,University of Pittsburgh Johnstown",1410
"Texas,Roscoe",1410
"Iowa,Woodbine",1409
"Texas,Bovina",1409
"Alaska,Diamond Ridge",1409
"Pennsylvania,Troy",1408
"Puerto Rico,Lluveras",1408
"Mississippi,Mount Olive",1408
"Nebraska,Wymore",1408
"Virginia,Captains Cove",1408
"West Virginia,Barrackville",1408
"Texas,Pinewood Estates",1407
"Louisiana,Charenton",1407
"Indiana,Tri-Lakes",1407
"Ohio,Russells Point",1407
"Pennsylvania,West Conshohocken",1407
"Wyoming,Wilson",1407
"Texas,Rogers",1406
"Pennsylvania,Montgomery",1406
"Mississippi,Goodman",1406
"Kansas,Meade",1406
"Pennsylvania,Milford",1405
"Pennsylvania,Woxall",1405
"Ohio,New Middletown",1405
"Illinois,Oblong",1405
"Texas,Tolar",1405
"Massachusetts,Mashpee Neck",1405
"South Carolina,Chesterfield",1404
"Arkansas,Highfill",1404
"Michigan,Nashville",1404
"New Jersey,Avalon",1404
"Texas,Blossom",1404
"Michigan,Rapid City",1403
"New York,Philmont",1403
"Illinois,Virginia",1402
"Texas,La Grulla",1402
"Wisconsin,Edgar",1402
"Ohio,Fort Loramie",1402
"Puerto Rico,Palma Sola",1401
"Virginia,Central Garage",1401
"Illinois,Bunker Hill",1400
"Illinois,Oquawka",1400
"Tennessee,Rutledge",1400
"South Carolina,Seabrook",1400
"Missouri,Auxvasse",1400
"New Jersey,Crandon Lakes",1400
"Idaho,Paul",1399
"Texas,Frankston",1399
"North Carolina,Belhaven",1398
"Kentucky,Audubon Park",1398
"South Dakota,Kyle",1398
"Texas,Fulton",1398
"Oklahoma,Helena",1398
"Utah,West Mountain",1398
"Maryland,Rock Hall",1397
"Pennsylvania,Browntown",1397
"Washington,Nooksack",1397
"Nebraska,Battle Creek",1397
"Texas,Rollingwood",1397
"Maryland,Buckeystown",1397
"Texas,Fifth Street",1397
"South Dakota,Clear Lake",1396
"Montana,Fort Benton",1396
"New York,Gasport",1396
"Michigan,Quincy",1395
"Pennsylvania,Laflin",1395
"Washington,Coulee Dam",1394
"Texas,Mikes",1394
"Washington,Kittitas",1394
"Ohio,Tiltonsville",1394
"Washington,Rock Island",1393
"Nebraska,Shelton",1393
"Indiana,Koontz Lake",1393
"California,Westwood",1393
"Colorado,Nederland",1392
"Washington,Sumas",1392
"Montana,South Browning",1392
"Pennsylvania,Shoemakersville",1392
"Delaware,Rehoboth Beach",1392
"Wisconsin,Cadott",1391
"Alabama,Ballplay",1391
"Texas,Aurora",1390
"California,Westhaven-Moonstone",1390
"Mississippi,Kearney Park",1390
"Texas,Bigfoot",1390
"Nebraska,Plainview",1389
"Oklahoma,Central High",1389
"Ohio,Smithville",1389
"Texas,Lakeport",1389
"Pennsylvania,Elizabeth",1388
"New York,Morrisonville",1388
"Texas,Gorman",1388
"Ohio,Pleasant Grove",1388
"New Mexico,Sandia Knolls",1387
"New Jersey,Brookside",1387
"North Carolina,Alamance",1387
"Texas,Iraan",1387
"Washington,Pomeroy",1387
"Puerto Rico,Garrochales",1387
"Iowa,Roland",1386
"Illinois,Gardner",1386
"Mississippi,Hurley",1386
"Maryland,Arden on the Severn",1386
"North Dakota,Larimore",1385
"Puerto Rico,Lomas",1385
"West Virginia,Sistersville",1385
"Texas,Holland",1385
"Texas,Moody",1385
"Michigan,Reese",1384
"Ohio,Walnut Creek",1384
"Missouri,Rich Hill",1384
"Colorado,Alamosa East",1384
"Minnesota,Fosston",1384
"Puerto Rico,Daguao",1383
"Washington,South Wenatchee",1383
"Ohio,New Paris",1383
"Utah,Fairview",1382
"Utah,Liberty",1382
"New York,Roslyn Estates",1382
"California,Fairmead",1382
"Arizona,Red Lake",1382
"New Mexico,South River",1382
"California,Jones Valley",1382
"Iowa,University Heights",1381
"Tennessee,Gleason",1381
"Pennsylvania,Loganville",1381
"Indiana,Remington",1380
"New Mexico,Talpa",1380
"Minnesota,Winthrop",1380
"Iowa,Alton",1380
"Virginia,Clintwood",1379
"Kansas,Colwich",1378
"Indiana,Galveston",1378
"Alabama,Webb",1378
"New Jersey,Dover Beaches South",1378
"Ohio,Pleasant Hill",1377
"Louisiana,Elton",1377
"California,Upper Lake",1377
"Idaho,Robie Creek",1377
"Iowa,Manly",1377
"Texas,McDade",1376
"North Carolina,Franklinville",1375
"Florida,East Palatka",1375
"Louisiana,Choudrant",1375
"Utah,Castle Dale",1375
"Kansas,Arma",1375
"Pennsylvania,Fivepointville",1375
"Texas,Westlake",1374
"North Dakota,New Rockford",1374
"Mississippi,Pleasant Hill",1374
"Massachusetts,Weweantic",1374
"Alabama,Georgiana",1374
"Pennsylvania,Dewart",1374
"Wisconsin,Legend Lake",1373
"Pennsylvania,West Hills",1373
"Missouri,Sweet Springs",1373
"Ohio,De Graff",1373
"Washington,Lake Ketchum",1373
"Michigan,Lake LeAnn",1373
"Illinois,Hanna City",1372
"Kentucky,Beechwood Village",1372
"Pennsylvania,Elverson",1372
"Tennessee,Graysville",1372
"Texas,Tenaha",1372
"Massachusetts,Oak Bluffs",1372
"Pennsylvania,New Beaver",1371
"Texas,Stratford",1371
"Michigan,Shepherd",1371
"California,Forest Meadows",1371
"Minnesota,Glyndon",1371
"Pennsylvania,Boswell",1370
"Florida,Lake Hamilton",1370
"Illinois,Cerro Gordo",1370
"Minnesota,Renville",1370
"Wisconsin,Lauderdale Lakes",1370
"Puerto Rico,Stella",1369
"Vermont,Enosburg Falls",1369
"Minnesota,Hayfield",1368
"South Dakota,Garretson",1367
"New Mexico,White Sands",1366
"Indiana,Fairview Park",1366
"Iowa,Clarksville",1366
"New Mexico,Church Rock",1366
"West Virginia,Fort Ashby",1366
"Pennsylvania,St. Vincent College",1366
"Illinois,Harristown",1365
"South Dakota,Crooks",1365
"Washington,Yarrow Point",1365
"New Mexico,Black Rock",1365
"West Virginia,Cassville",1365
"New Mexico,Fort Sumner",1364
"Texas,Cross Roads",1364
"Iowa,Sanborn",1364
"West Virginia,Beaver",1364
"Pennsylvania,Avondale",1364
"New York,Millbrook",1364
"Kansas,Medicine Lodge",1364
"Alaska,Point MacKenzie",1364
"Louisiana,Jonesville",1364
"Minnesota,Babbitt",1364
"Illinois,Palestine",1363
"Maryland,Callaway",1363
"Pennsylvania,Montrose",1363
"Oregon,Pacific City",1362
"Texas,Encantada-Ranchito-El Calaboz",1362
"Pennsylvania,Highland Park",1361
"Indiana,Cannelton",1361
"Alabama,West Blocton",1361
"Wyoming,Sundance",1361
"Ohio,Aberdeen",1360
"Missouri,Lincoln",1360
"North Carolina,Millers Creek",1360
"Texas,Tornillo",1360
"Ohio,Pemberville",1360
"Iowa,Bedford",1360
"Pennsylvania,Girardville",1360
"Maryland,Queen Anne",1360
"Oregon,Oakland",1360
"Pennsylvania,Dalton",1359
"Virginia,Brightwood",1359
"Colorado,Sanford",1359
"California,Irwindale",1359
"Wisconsin,Colfax",1359
"Ohio,Stryker",1359
"New York,Wingdale",1358
"Wisconsin,Spring Valley",1358
"Texas,Franklin",1358
"South Carolina,Wagener",1357
"North Dakota,Cavalier",1357
"Texas,Kemp",1357
"Wisconsin,Big Bend",1357
"California,Fruitdale",1357
"Georgia,Pendergrass",1356
"Puerto Rico,Palomas",1356
"Wyoming,Basin",1356
"Idaho,Grace",1356
"Michigan,Grass Lake",1356
"California,Rouse",1355
"New Jersey,Seabrook Farms",1355
"New Mexico,Capitan",1354
"Illinois,Payson",1354
"Ohio,Leavittsburg",1353
"Texas,Stockdale",1353
"West Virginia,Pennsboro",1353
"Puerto Rico,Guayabal",1353
"South Carolina,Cane Savannah",1353
"California,Colma",1353
"Illinois,Neoga",1352
"Wisconsin,Keshena",1352
"Georgia,Tunnel Hill",1352
"Arkansas,Redfield",1352
"North Carolina,Star",1351
"California,Taft Mosswood",1351
"North Carolina,Maury",1351
"Illinois,Grandview",1351
"Indiana,Sunman",1351
"Pennsylvania,Nixon",1351
"West Virginia,Daniels",1351
"West Virginia,Belle",1350
"Pennsylvania,West Leechburg",1350
"Puerto Rico,Ramos",1350
"North Carolina,Banner Elk",1350
"Missouri,Lakeshire",1349
"Minnesota,Dassel",1349
"New York,Great Bend",1348
"Oklahoma,Dickson",1348
"Indiana,New Pekin",1348
"Idaho,Ucon",1348
"Alabama,Falkville",1347
"New York,Atlantic Beach",1347
"Indiana,Rome City",1347
"West Virginia,Oceana",1347
"Indiana,Farmland",1347
"Pennsylvania,South Uniontown",1347
"Texas,Gholson",1346
"South Carolina,Holly Hill",1346
"Ohio,Sharon Center",1346
"Kansas,Johnson City",1346
"Indiana,Woodburn",1345
"Pennsylvania,New Castle Northwest",1345
"New Jersey,William Paterson University of New Jersey",1345
"Wisconsin,Elroy",1345
"Connecticut,Wauregan",1345
"Wisconsin,Stratford",1344
"Texas,Buchanan Dam",1344
"California,Grayson",1344
"Iowa,Earlham",1343
"New York,Cumberland Head",1343
"New Mexico,Doña Ana",1343
"Michigan,Scottville",1343
"California,Los Alamos",1343
"New Mexico,El Rancho",1342
"Texas,Hughes Springs",1342
"Oklahoma,Cashion",1342
"Texas,China Spring",1342
"Tennessee,Wildwood",1341
"Nebraska,Wakefield",1341
"Arkansas,Des Arc",1341
"New York,New Hackensack",1341
"North Carolina,Vander",1341
"Michigan,Webberville",1340
"Illinois,Tower Lakes",1340
"Wisconsin,Grantsburg",1339
"Alabama,Rogersville",1339
"South Dakota,Aurora",1339
"New Hampshire,West Swanzey",1339
"Ohio,Monroeville",1339
"Texas,Seven Points",1339
"Mississippi,Ecru",1339
"New Jersey,Newfoundland",1338
"Louisiana,Urania",1338
"New York,Harbor Isle",1338
"Pennsylvania,Avis",1338
"South Dakota,Miller",1338
"Texas,Fort Clark Springs",1338
"Missouri,Flordell Hills",1338
"Pennsylvania,Big Bass Lake",1338
"Kansas,Carbondale",1338
"Iowa,Montezuma",1337
"Arkansas,Waldo",1337
"Virginia,Penhook",1337
"Oklahoma,Thomas",1337
"New York,Sparkill",1337
"Virginia,Nellysford",1337
"Oregon,Yamhill",1337
"Texas,Menard",1336
"Illinois,Forreston",1336
"New Jersey,Rainbow Lakes",1336
"Illinois,Leland Grove",1336
"New Jersey,Alpine",1336
"North Carolina,Foscoe",1336
"Hawaii,Pahoa",1336
"South Carolina,Pelzer",1335
"Michigan,Ravenna",1335
"Michigan,Gwinn",1335
"North Dakota,Tioga",1335
"North Carolina,Tryon",1334
"Virginia,Lawrenceville",1334
"Ohio,Green Springs",1334
"Colorado,Fraser",1334
"Minnesota,Fairfax",1334
"Michigan,Burt",1334
"Oregon,Grand Ronde",1334
"Indiana,Redkey",1333
"Washington,Soap Lake",1333
"Wisconsin,Hillsboro",1333
"Oklahoma,Meeker",1332
"Oregon,Tangent",1332
"Pennsylvania,Palmdale",1332
"California,Julian",1332
"New York,North Ballston Spa",1332
"Kansas,St. Francis",1331
"New York,McGraw",1331
"Ohio,Pioneer",1331
"Arkansas,Perryville",1331
"Texas,Sebastian",1331
"New York,East Marion",1331
"South Carolina,Buffalo",1330
"Alabama,Fayetteville",1329
"Pennsylvania,Albion",1329
"West Virginia,Marlinton",1329
"Tennessee,Red Boiling Springs",1329
"Illinois,Griggsville",1328
"Illinois,Lake Catherine",1328
"Texas,Patton Village",1328
"Texas,Lamar",1328
"Kentucky,Pleasureville",1328
"Oklahoma,Panama",1327
"Louisiana,Labadieville",1327
"Florida,Pomona Park",1327
"Alabama,Fyffe",1327
"Arkansas,McAlmont",1327
"Illinois,Norris City",1327
"Indiana,Borden",1326
"Arizona,Six Shooter Canyon",1326
"Illinois,East Hazel Crest",1326
"North Carolina,West Canton",1326
"California,Sheridan",1326
"Virginia,Ruckersville",1325
"Pennsylvania,Muhlenberg Park",1324
"Indiana,Jonesboro",1324
"New York,Bay Park",1324
"Arkansas,Kibler",1324
"New York,Saint John Fisher College",1324
"Puerto Rico,Lomas Verdes Comunidad",1324
"Alabama,Camp Hill",1324
"Missouri,Duenweg",1323
"Nebraska,Wisner",1323
"Mississippi,Caledonia",1323
"Illinois,Timberlane",1323
"Kentucky,Whitley City",1323
"Pennsylvania,Morgan Hill",1323
"Ohio,Hiram",1322
"Ohio,Eaton Estates",1322
"Idaho,Carey",1322
"North Carolina,Denton",1322
"Virginia,Riner",1322
"Minnesota,Appleton",1322
"Michigan,Ontonagon",1322
"Illinois,Chatsworth",1321
"Arkansas,Newark",1321
"Texas,Bloomington",1321
"Minnesota,Dellwood",1320
"North Carolina,Springdale",1320
"Oklahoma,Bushyhead",1320
"Indiana,Markle",1320
"Wisconsin,Barneveld",1319
"Wisconsin,Newburg",1319
"Texas,Sargent",1319
"Colorado,Ignacio",1319
"New Mexico,Tome",1319
"Ohio,Brookfield Center",1319
"Pennsylvania,West Milton",1319
"Texas,Redland",1319
"Colorado,Springfield",1318
"Virginia,Basye",1318
"Pennsylvania,Saylorsburg",1318
"Missouri,Greenfield",1318
"Utah,Mendon",1317
"Illinois,Okawville",1317
"Arkansas,Monette",1317
"California,Covelo",1317
"Wisconsin,Theresa",1317
"North Dakota,Parshall",1317
"Puerto Rico,El Tumbao",1317
"New York,Hurleyville",1317
"South Dakota,Deadwood",1317
"Vermont,Lyndonville",1317
"Nebraska,Ceresco",1317
"South Dakota,Gregory",1317
"Texas,Seadrift",1317
"North Carolina,Broadway",1316
"Pennsylvania,Saxonburg",1316
"Missouri,Rock Port",1316
"Rhode Island,Bradford",1315
"Alaska,Tok",1315
"California,Maricopa",1315
"Illinois,Bannockburn",1315
"Arizona,Peach Springs",1315
"Minnesota,Fulda",1314
"Illinois,Phoenix",1314
"Pennsylvania,Duboistown",1314
"Illinois,Martinsville",1314
"Texas,Big Sandy",1314
"Illinois,Colchester",1314
"Virginia,Jonesville",1313
"Wisconsin,Little Round Lake",1313
"Illinois,Warren",1313
"Connecticut,Mansfield Center",1312
"New York,Delevan",1312
"Pennsylvania,West Fairview",1312
"Illinois,Kingston",1312
"Kentucky,Wurtland",1311
"Oregon,Cannon Beach",1311
"Wisconsin,Powers Lake",1311
"California,Knightsen",1310
"Florida,Babson Park",1310
"Pennsylvania,Milford Square",1310
"Florida,Christmas",1310
"Virginia,Gretna",1310
"Pennsylvania,Mars",1310
"Ohio,Frankfort",1309
"North Carolina,Nebo",1309
"Connecticut,South Wilton",1309
"Oklahoma,Vian",1309
"Pennsylvania,Pen Mar",1309
"Alabama,Shoal Creek",1308
"Pennsylvania,Windsor",1308
"New York,Shokan",1308
"Ohio,Sardinia",1307
"Texas,Claude",1307
"Arizona,Morenci",1307
"Oregon,Athena",1307
"California,Herlong",1307
"Minnesota,Richmond",1306
"Kentucky,Clarkson",1306
"West Virginia,Ceredo",1306
"Puerto Rico,Parcelas de Navarro",1305
"California,Mariposa",1305
"Nebraska,Yutan",1304
"Iowa,Tripoli",1304
"New York,Sleepy Hollow Lake",1304
"Wisconsin,Independence",1303
"Texas,Lexington",1303
"Texas,Mustang Ridge",1302
"Georgia,Fairplay",1302
"Kansas,Ness City",1301
"Mississippi,Lexington",1301
"Iowa,Laurens",1301
"Indiana,Wolcott",1300
"Illinois,La Harpe",1300
"North Carolina,Elm City",1300
"Ohio,Bethesda",1300
"Pennsylvania,Apollo",1300
"Michigan,Schoolcraft",1300
"New Jersey,Montclair State University",1300
"New York,Kensington",1299
"Kentucky,Coldstream",1299
"Alabama,Steele",1299
"New York,Cortland West",1299
"West Virginia,Addison",1299
"New Jersey,Silver Lake",1299
"Puerto Rico,Bartolo",1298
"Illinois,Forest View",1298
"California,Willow Creek",1298
"Illinois,Milford",1297
"West Virginia,Clendenin",1297
"South Carolina,Murphys Estates",1297
"Arizona,Dilkon",1297
"Montana,Helena Flats",1296
"Arkansas,Flippin",1296
"California,Cedar Ridge",1296
"Wisconsin,Lyons",1296
"New Jersey,Dorothy",1295
"Texas,Valley Mills",1295
"Michigan,Manton",1295
"Michigan,Birch Run",1295
"Illinois,Greenfield",1295
"Delaware,Bellefonte",1294
"Alabama,Parrish",1294
"Washington,Manson",1294
"Oklahoma,Wetumka",1294
"New Jersey,Deans",1294
"New York,Union Springs",1294
"Minnesota,Minneota",1293
"Arkansas,Ash Flat",1293
"Pennsylvania,Pocono Ranch Lands",1293
"Oklahoma,Union City",1292
"Wisconsin,Lannon",1292
"Texas,Emerald Bay",1292
"Alabama,Cleveland",1291
"Virginia,Onancock",1291
"New York,Hillside Lake",1291
"Kentucky,Greenup",1291
"Texas,Encinal",1291
"Michigan,Ortonville",1291
"Kansas,Hoxie",1290
"West Virginia,Bolivar",1290
"Louisiana,Sibley",1290
"Michigan,Bellevue",1290
"Ohio,Dunlap",1290
"Georgia,Sunnyside",1290
"Louisiana,Edgard",1290
"Florida,Old Miakka",1290
"South Carolina,Olympia",1289
"Tennessee,Kenton",1289
"Florida,Garden Grove",1289
"Oregon,Prineville Lake Acres",1289
"South Dakota,Porcupine",1289
"Ohio,Winchester",1289
"New York,Dover Plains",1289
"Pennsylvania,Flemington",1288
"Wisconsin,Manawa",1288
"Pennsylvania,Inkerman",1288
"Illinois,Marissa",1288
"North Carolina,Pine Knoll Shores",1288
"Michigan,Weidman",1288
"Missouri,Cole Camp",1287
"New Jersey,Centre Grove",1286
"Arkansas,Sweet Home",1286
"New Jersey,Farmingdale",1285
"Illinois,Ladd",1285
"Minnesota,Preston",1285
"New Jersey,Elmer",1285
"Indiana,Darmstadt",1284
"Wisconsin,Cambridge",1284
"Kansas,La Crosse",1284
"Colorado,Towaoc",1284
"Pennsylvania,Hyde",1284
"Texas,Chico",1283
"Georgia,Crawford",1283
"Wisconsin,St. Peter",1283
"Illinois,Clifton",1283
"Minnesota,Medford",1283
"Illinois,Mazon",1282
"Missouri,Velda City",1282
"Maryland,Bowling Green",1282
"Colorado,Ellicott",1282
"New York,MacDonnell Heights",1282
"Tennessee,Tennessee Ridge",1281
